orig_no,taxon_no,record_type,flags,taxon_rank,taxon_name,difference,accepted_no,accepted_rank,accepted_name,parent_no,reference_no,is_extant,n_occs,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,type_taxon,type_taxon_no,n_orders,n_families,n_genera,n_species
134767,134767,txn,,family,Dasornithidae,subjective synonym of,39658,family,Pelagornithidae,39305,40316,extinct,107,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,Pelagornithidae,39658,,,,,,,,9,18
98730,98730,txn,,family,Pseudodontornithidae,subjective synonym of,39658,family,Pelagornithidae,39305,24160,extinct,107,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,Pelagornithidae,39658,,,,,,,,9,18
142401,142401,txn,,family,Cyphornithidae,subjective synonym of,39658,family,Pelagornithidae,39305,40952,extinct,107,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,Pelagornithidae,39658,,,,,,,,9,18
39410,39410,txn,,order,Caprimulgiformes,,39410,order,Caprimulgiformes,39305,4783,extant,183,Chordata,33815,Aves,36616,Caprimulgiformes,39410,,,,,,,,,8,34,68
99105,99105,txn,,suborder,Caprimulgi,,99105,suborder,Caprimulgi,39410,24173,extant,1,Chordata,33815,Aves,36616,Caprimulgiformes,39410,,,,,,,,,1,1,1
39415,39415,txn,,family,Steatornithidae,,39415,family,Steatornithidae,99105,4783,extant,1,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Steatornithidae,39415,,,,,,,,1,1
371764,371764,txn,,subfamily,Steatornithinae,,371764,subfamily,Steatornithinae,39415,65972,,0,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Steatornithidae,39415,,,,,,,,0,0
93741,93741,txn,,subfamily,Preficinae,,93741,subfamily,Preficinae,39415,65972,extinct,0,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Steatornithidae,39415,,,,,,,,0,0
39411,39411,txn,,family,Aegothelidae,,39411,family,Aegothelidae,39410,4783,extant,23,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Aegothelidae,39411,,,,,,,,2,4
39416,39416,txn,,family,Caprimulgidae,,39416,family,Caprimulgidae,39410,4783,extant,29,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Caprimulgidae,39416,,,,,,,,10,20
400736,400736,txn,,subfamily,Caprimulginae,,400736,subfamily,Caprimulginae,39416,71102,extant,0,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Caprimulgidae,39416,,,,,,,,2,4
99106,99106,txn,,family,Nyctibiidae,,99106,family,Nyctibiidae,39410,24173,extant,2,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Nyctibiidae,99106,,,,,,,,1,4
39423,39423,txn,,family,Apodidae,,39423,family,Apodidae,39410,4783,extant,116,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Apodidae,39423,,,,,,,,7,20
400737,400737,txn,,subfamily,Cypseloidinae,,400737,subfamily,Cypseloidinae,39423,71102,extant,0,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Apodidae,39423,,,,,,,,0,0
99109,99109,txn,,subfamily,Cypselinae,,99109,subfamily,Cypselinae,39423,24173,extant,0,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Apodidae,39423,,,,,,,,0,0
99110,99110,txn,,subfamily,Apodinae,,99110,subfamily,Apodinae,39423,24173,extant,18,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Apodidae,39423,,,,,,,,1,5
99104,99104,txn,,suborder,Aegotheli,,99104,suborder,Aegotheli,39410,24173,extant,0,Chordata,33815,Aves,36616,Caprimulgiformes,39410,,,,,,,,,0,0,0
39427,39427,txn,,family,Trochilidae,,39427,family,Trochilidae,39410,4783,extant,10,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Trochilidae,39427,,,,,,,,8,11
400742,400742,txn,,subfamily,Patagoninae,,400742,subfamily,Patagoninae,39427,71102,extant,0,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Trochilidae,39427,,,,,,,,0,0
400738,400738,txn,,subfamily,Florisuginae,,400738,subfamily,Florisuginae,39427,71102,extant,0,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Trochilidae,39427,,,,,,,,0,0
400740,400740,txn,,subfamily,Polytminae,,400740,subfamily,Polytminae,39427,71102,extant,0,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Trochilidae,39427,,,,,,,,0,0
400739,400739,txn,,subfamily,Phaethornithinae,,400739,subfamily,Phaethornithinae,39427,71102,extant,0,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Trochilidae,39427,,,,,,,,1,3
400741,400741,txn,,subfamily,Lesbiinae,,400741,subfamily,Lesbiinae,39427,71102,extant,0,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Trochilidae,39427,,,,,,,,0,0
400743,400743,txn,,subfamily,Trochilinae,,400743,subfamily,Trochilinae,39427,71102,extant,0,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Trochilidae,39427,,,,,,,,1,1
401144,401144,txn,,tribe,Trochilini,,401144,tribe,Trochilini,400743,71102,extant,0,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Trochilidae,39427,,,,,,,,1,1
39414,39414,txn,,family,Podargidae,,39414,family,Podargidae,39410,4783,extant,2,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Podargidae,39414,,,,,,,,4,7
99108,99108,txn,,family,Hemiprocnidae,,99108,family,Hemiprocnidae,39410,24173,extant,0,Chordata,33815,Aves,36616,Caprimulgiformes,39410,Hemiprocnidae,99108,,,,,,,,1,1
221986,221986,txn,,unranked clade,Odontoanserae,,221986,unranked clade,Odontoanserae,39305,40314,extant,0,Chordata,33815,Aves,36616,,,,,,,,,,0,0,0,0
98887,98887,txn,,unranked clade,Neoaves,,98887,unranked clade,Neoaves,39305,24173,extant,3055,Chordata,33815,Aves,36616,,,,,,,,,,16,70,431,930
98922,98922,txn,,unranked clade,Terrestrornithes,,98922,unranked clade,Terrestrornithes,98887,24173,extant,2857,Chordata,33815,Aves,36616,,,,,,,,,,14,67,420,901
98923,98923,txn,,unranked clade,Telmatorae,,98923,unranked clade,Telmatorae,98922,24173,extant,963,Chordata,33815,Aves,36616,,,,,,,,,,3,18,133,316
98924,98924,txn,,superorder,Charadriimorphae,,98924,superorder,Charadriimorphae,98923,24173,extant,963,Chordata,33815,Aves,36616,,,,,,,,,,3,18,133,316
98933,98933,txn,,order,Turniciformes,,98933,order,Turniciformes,98924,24173,extant,0,Chordata,33815,Aves,36616,Turniciformes,98933,,,,,,,,,0,0,0
98934,98934,txn,,order,Ralliformes,,98934,order,Ralliformes,98924,24173,extant,1,Chordata,33815,Aves,36616,Ralliformes,98934,,,,,,,,,1,1,1
39512,39512,txn,,suborder,Ralli,,39512,suborder,Ralli,98934,4783,,1,Chordata,33815,Aves,36616,Ralliformes,98934,,,,,,,,,1,1,1
203074,203074,txn,,family,Laornithidae,,203074,family,Laornithidae,39512,38167,extinct,1,Chordata,33815,Aves,36616,Ralliformes,98934,Laornithidae,203074,,,,Laornis,36643,,,1,1
39454,39454,txn,,order,Gruiformes,,39454,order,Gruiformes,98924,4783,extant,961,Chordata,33815,Aves,36616,Gruiformes,39454,,,,,,,,,17,131,314
438489,438489,txn,,family,Salmilidae,,438489,family,Salmilidae,39454,5907,extinct,1,Chordata,33815,Aves,36616,Gruiformes,39454,Salmilidae,438489,,,,,,,,1,1
98928,98928,txn,,suborder,Eurypygae,,98928,suborder,Eurypygae,39454,24173,extant,14,Chordata,33815,Aves,36616,Gruiformes,39454,,,,,,,,,1,2,4
98930,98930,txn,,infraorder,Rhynochetides,,98930,infraorder,Rhynochetides,98928,24173,extant,14,Chordata,33815,Aves,36616,Gruiformes,39454,,,,,,,,,0,1,3
39539,381226,txn,,subfamily,Aptornithinae,,39539,subfamily,Aptornithinae,98930,57863,extant,14,Chordata,33815,Aves,36616,Gruiformes,39454,NO_FAMILY_SPECIFIED,NF,,,,,,,,1,3
98929,98929,txn,,infraorder,Eurypygides,,98929,infraorder,Eurypygides,98928,24173,extant,0,Chordata,33815,Aves,36616,Gruiformes,39454,,,,,,,,,1,1,1
39510,39510,txn,,family,Eurypygidae,,39510,family,Eurypygidae,98929,4783,extant,0,Chordata,33815,Aves,36616,Gruiformes,39454,Eurypygidae,39510,,,,,,,,1,1
39455,39455,txn,,suborder,Cariamae,,39455,suborder,Cariamae,39454,4783,extant,135,Chordata,33815,Aves,36616,Gruiformes,39454,,,,,,,,,5,29,59
39477,39477,txn,,family,Idiornithidae,,39477,family,Idiornithidae,39455,74241,extinct,4,Chordata,33815,Aves,36616,Gruiformes,39454,Idiornithidae,39477,,,,,,,,3,7
39461,39461,txn,,family,Phorusrhacidae,,39461,family,Phorusrhacidae,39455,15092,extinct,113,Chordata,33815,Aves,36616,Gruiformes,39454,Phorusrhacidae,39461,,,,,,,,19,38
134477,181114,txn,,subfamily,Brontornithinae,,134477,subfamily,Brontornithinae,39461,25131,extinct,5,Chordata,33815,Aves,36616,Gruiformes,39454,Phorusrhacidae,39461,,,,,,,,3,3
181133,181133,txn,,subfamily,Phorusrhacinae,,181133,subfamily,Phorusrhacinae,39461,25131,extinct,31,Chordata,33815,Aves,36616,Gruiformes,39454,Phorusrhacidae,39461,,,,,,,,3,6
146064,146064,txn,,family,Darwinornithidae,subjective synonym of,39461,family,Phorusrhacidae,39455,29788,extinct,113,Chordata,33815,Aves,36616,Gruiformes,39454,Phorusrhacidae,39461,,,,,,,,19,38
181140,181140,txn,,family,Mesembriorniidae,subjective synonym of,39461,family,Phorusrhacidae,39455,35669,extinct,113,Chordata,33815,Aves,36616,Gruiformes,39454,Phorusrhacidae,39461,,,,,,,,19,38
134480,181123,txn,,subfamily,Psilopterinae,,134480,subfamily,Psilopterinae,39461,25131,extinct,31,Chordata,33815,Aves,36616,Gruiformes,39454,Phorusrhacidae,39461,,,,,,,,4,14
181161,181162,txn,,subfamily,Pelecyorninae,subjective synonym of,134480,subfamily,Psilopterinae,39461,35669,extinct,31,Chordata,33815,Aves,36616,Gruiformes,39454,Phorusrhacidae,39461,,,,,,,,4,14
181138,181138,txn,,family,Devincenziidae,subjective synonym of,39461,family,Phorusrhacidae,39455,35669,extinct,113,Chordata,33815,Aves,36616,Gruiformes,39454,Phorusrhacidae,39461,,,,,,,,19,38
181119,181119,txn,,subfamily,Mesembriornithinae,,181119,subfamily,Mesembriornithinae,39461,25131,extinct,12,Chordata,33815,Aves,36616,Gruiformes,39454,Phorusrhacidae,39461,,,,,,,,3,7
181168,181169,txn,,subfamily,Hermosiorninae,subjective synonym of,181119,subfamily,Mesembriornithinae,39461,35669,extinct,12,Chordata,33815,Aves,36616,Gruiformes,39454,Phorusrhacidae,39461,,,,,,,,3,7
134479,181170,txn,,subfamily,Prophororhacinae,subjective synonym of,181119,subfamily,Mesembriornithinae,39461,35669,extinct,12,Chordata,33815,Aves,36616,Gruiformes,39454,Phorusrhacidae,39461,,,,,,,,3,7
181115,181115,txn,,subfamily,Patagornithinae,,181115,subfamily,Patagornithinae,39461,25131,extinct,18,Chordata,33815,Aves,36616,Gruiformes,39454,Phorusrhacidae,39461,,,,,,,,3,6
134478,181155,txn,,subfamily,Palaeociconiinae,subjective synonym of,181115,subfamily,Patagornithinae,39461,35669,extinct,18,Chordata,33815,Aves,36616,Gruiformes,39454,Phorusrhacidae,39461,,,,,,,,3,6
181154,181154,txn,,subfamily,Tolmodinae,subjective synonym of,181115,subfamily,Patagornithinae,39461,35669,extinct,18,Chordata,33815,Aves,36616,Gruiformes,39454,Phorusrhacidae,39461,,,,,,,,3,6
206274,206274,txn,,superfamily,Phororhacoidea,invalid subgroup of,39455,suborder,Cariamae,39455,38604,extinct,1,Chordata,33815,Aves,36616,Gruiformes,39454,,,,,,Phorusrhacos,39467,,0,0,0
39280,39280,txn,,family,Opisthodactylidae,,39280,family,Opisthodactylidae,39455,4783,extinct,0,Chordata,33815,Aves,36616,Gruiformes,39454,Opisthodactylidae,39280,,,,,,,,0,0
98925,98925,txn,,infraorder,Otides,,98925,infraorder,Otides,39455,24173,extant,0,Chordata,33815,Aves,36616,Gruiformes,39454,,,,,,,,,0,0,0
438490,438664,txn,,family,Ameghinornithidae,,438490,family,Ameghinornithidae,39455,77097,extinct,1,Chordata,33815,Aves,36616,Gruiformes,39454,Ameghinornithidae,438490,,,,,,,,1,1
98926,98926,txn,,infraorder,Cariamides,,98926,infraorder,Cariamides,39455,24173,extant,14,Chordata,33815,Aves,36616,Gruiformes,39454,,,,,,,,,2,4,11
98927,98927,txn,,superfamily,Cariamoidea,,98927,superfamily,Cariamoidea,98926,24173,extant,14,Chordata,33815,Aves,36616,Gruiformes,39454,,,,,,,,,2,4,11
39473,39473,txn,,family,Bathornithidae,,39473,family,Bathornithidae,98927,4783,extinct,14,Chordata,33815,Aves,36616,Gruiformes,39454,Bathornithidae,39473,,,,,,,,4,11
349765,349765,txn,,family,Hermosiornithidae,,349765,family,Hermosiornithidae,98927,61470,extinct,0,Chordata,33815,Aves,36616,Gruiformes,39454,Hermosiornithidae,349765,,,,Hermosiornis,181171,,,0,0
105809,105809,txn,,family,Messelornithidae,,105809,family,Messelornithidae,39454,25122,extinct,6,Chordata,33815,Aves,36616,Gruiformes,39454,Messelornithidae,105809,,,,,,,,4,5
39505,39505,txn,,family,Aramidae,,39505,family,Aramidae,39454,4783,extant,11,Chordata,33815,Aves,36616,Gruiformes,39454,Aramidae,39505,,,,,,,,4,5
349764,349764,txn,,superfamily,Ralloidea,,349764,superfamily,Ralloidea,39454,61470,extant,7,Chordata,33815,Aves,36616,Gruiformes,39454,,,,,,,,,2,3,7
56424,56424,txn,,family,Songziidae,,56424,family,Songziidae,349764,9656,extinct,4,Chordata,33815,Aves,36616,Gruiformes,39454,Songziidae,56424,,,,,,,,1,2
191567,191567,txn,,family,Orthocnemidae,,191567,family,Orthocnemidae,349764,36650,extinct,0,Chordata,33815,Aves,36616,Gruiformes,39454,Orthocnemidae,191567,,,,Orthocnemus,191565,,,2,5
39499,39499,txn,,family,Gruidae,,39499,family,Gruidae,39454,4783,extant,88,Chordata,33815,Aves,36616,Gruiformes,39454,Gruidae,39499,,,,,,,,11,35
83463,83463,txn,,subfamily,Gruinae,,83463,subfamily,Gruinae,39499,18140,extant,5,Chordata,33815,Aves,36616,Gruiformes,39454,Gruidae,39499,,,,,,,,2,7
83468,83468,txn,,subfamily,Balearicinae,,83468,subfamily,Balearicinae,39499,18140,extant,6,Chordata,33815,Aves,36616,Gruiformes,39454,Gruidae,39499,,,,,,,,1,3
39513,39513,txn,,family,Rallidae,,39513,family,Rallidae,39454,4783,extant,684,Chordata,33815,Aves,36616,Gruiformes,39454,Rallidae,39513,,,,,,,,64,181
381221,381221,txn,,subfamily,Fulicinae,,381221,subfamily,Fulicinae,39513,57863,extinct,1,Chordata,33815,Aves,36616,Gruiformes,39454,Rallidae,39513,,,,,,,,2,0
400744,400744,txn,,subfamily,Sarothrurinae,,400744,subfamily,Sarothrurinae,39513,71102,extant,0,Chordata,33815,Aves,36616,Gruiformes,39454,Rallidae,39513,,,,,,,,1,1
369580,369580,txn,,subfamily,Gallinulinae,,369580,subfamily,Gallinulinae,39513,65486,extant,1,Chordata,33815,Aves,36616,Gruiformes,39454,Rallidae,39513,,,,,,,,1,1
400745,400745,txn,,subfamily,Himantornithinae,,400745,subfamily,Himantornithinae,39513,71102,extant,0,Chordata,33815,Aves,36616,Gruiformes,39454,Rallidae,39513,,,,,,,,1,1
135934,135934,txn,,subfamily,Rallinae,,135934,subfamily,Rallinae,39513,28479,extant,15,Chordata,33815,Aves,36616,Gruiformes,39454,Rallidae,39513,,,,,,,,7,11
39484,39484,txn,,suborder,Grues,,39484,suborder,Grues,39454,4783,extant,4,Chordata,33815,Aves,36616,Gruiformes,39454,,,,,,,,,2,4,3
94277,94277,txn,,family,Parvigruidae,,94277,family,Parvigruidae,39484,19878,extinct,1,Chordata,33815,Aves,36616,Gruiformes,39454,Parvigruidae,94277,,,,,,,,1,1
98932,98932,txn,,superfamily,Psophioidea,,98932,superfamily,Psophioidea,39484,24173,extant,0,Chordata,33815,Aves,36616,Gruiformes,39454,,,,,,,,,0,0,0
94275,393775,txn,,superfamily,Gruoidea,,94275,superfamily,Gruoidea,39484,25086,extant,3,Chordata,33815,Aves,36616,Gruiformes,39454,,,,,,,,,1,2,2
39491,39491,txn,,family,Eogruidae,,39491,family,Eogruidae,94275,4783,extinct,2,Chordata,33815,Aves,36616,Gruiformes,39454,Eogruidae,39491,,,,,,,,2,2
39507,39507,txn,,family,Psophiidae,,39507,family,Psophiidae,39454,4783,extant,0,Chordata,33815,Aves,36616,Gruiformes,39454,Psophiidae,39507,,,,,,,,1,6
39508,39508,txn,,family,Heliornithidae,,39508,family,Heliornithidae,39454,4783,extant,2,Chordata,33815,Aves,36616,Gruiformes,39454,Heliornithidae,39508,,,,,,,,3,3
98968,98968,txn,,unranked clade,Dendrornithes,,98968,unranked clade,Dendrornithes,98922,24173,extant,1894,Chordata,33815,Aves,36616,,,,,,,,,,11,49,287,585
99054,99054,txn,,unranked clade,Raptores,,99054,unranked clade,Raptores,98968,24173,extant,567,Chordata,33815,Aves,36616,,,,,,,,,,1,8,42,123
99056,99056,txn,,superorder,Falconimorphae,,99056,superorder,Falconimorphae,99054,24173,extant,567,Chordata,33815,Aves,36616,,,,,,,,,,1,8,42,123
39397,39397,txn,,order,Strigiformes,,39397,order,Strigiformes,99056,4783,extant,567,Chordata,33815,Aves,36616,Strigiformes,39397,,,,,,,,,8,42,123
438492,438492,txn,,family,Palaeoglaucidae,,438492,family,Palaeoglaucidae,39397,77072,extinct,0,Chordata,33815,Aves,36616,Strigiformes,39397,Palaeoglaucidae,438492,,,,,,,,0,0
196302,196302,txn,,family,Heterostrigidae,,196302,family,Heterostrigidae,39397,37157,extinct,1,Chordata,33815,Aves,36616,Strigiformes,39397,Heterostrigidae,196302,,,,,,,,1,1
39398,39398,txn,,family,Ogygoptyngidae,,39398,family,Ogygoptyngidae,39397,30666,extinct,1,Chordata,33815,Aves,36616,Strigiformes,39397,Ogygoptyngidae,39398,,,,,,,,1,1
39407,39407,txn,,family,Tytonidae,,39407,family,Tytonidae,39397,4783,extant,133,Chordata,33815,Aves,36616,Strigiformes,39397,Tytonidae,39407,,,,,,,,5,16
99073,99073,txn,,subfamily,Tytoninae,,99073,subfamily,Tytoninae,39407,24173,extant,0,Chordata,33815,Aves,36616,Strigiformes,39397,Tytonidae,39407,,,,,,,,0,0
99074,99074,txn,,subfamily,Phodilinae,,99074,subfamily,Phodilinae,39407,24173,extant,0,Chordata,33815,Aves,36616,Strigiformes,39397,Tytonidae,39407,,,,,,,,1,3
202883,202883,txn,,family,Sophiornithidae,,202883,family,Sophiornithidae,39397,77082,extinct,3,Chordata,33815,Aves,36616,Strigiformes,39397,Sophiornithidae,202883,,,,,,,,3,3
370898,370898,txn,,family,Bubonidae,,370898,family,Bubonidae,39397,65508,extinct,0,Chordata,33815,Aves,36616,Strigiformes,39397,Bubonidae,370898,,,,,,,,0,0
39403,39403,txn,,family,Strigidae,,39403,family,Strigidae,39397,4783,extant,402,Chordata,33815,Aves,36616,Strigiformes,39397,Strigidae,39403,,,,,,,,28,91
400767,400767,txn,,subfamily,Ieraglaucinae,,400767,subfamily,Ieraglaucinae,39403,71102,extant,0,Chordata,33815,Aves,36616,Strigiformes,39397,Strigidae,39403,,,,,,,,0,0
400773,400773,txn,,subfamily,Striginae,,400773,subfamily,Striginae,39403,71102,extant,0,Chordata,33815,Aves,36616,Strigiformes,39397,Strigidae,39403,,,,,,,,0,0
400770,400770,txn,,subfamily,Surniinae,,400770,subfamily,Surniinae,39403,71102,extant,0,Chordata,33815,Aves,36616,Strigiformes,39397,Strigidae,39403,,,,,,,,0,0
39400,39400,txn,,family,Protostrigidae,,39400,family,Protostrigidae,39397,25107,extinct,7,Chordata,33815,Aves,36616,Strigiformes,39397,Protostrigidae,39400,,,,,,,,2,8
417064,417064,txn,,subfamily,Selenornithinae,,417064,subfamily,Selenornithinae,39397,72237,extinct,1,Chordata,33815,Aves,36616,Strigiformes,39397,NO_FAMILY_SPECIFIED,NF,,,,,,,,0,0
393802,393802,txn,,suborder,Cathartides,,393802,suborder,Cathartides,99054,15348,extant,0,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,,,,,,,,,0,0,0
99075,99075,txn,,unranked clade,Anomalogonates,,99075,unranked clade,Anomalogonates,98968,24173,extant,1327,Chordata,33815,Aves,36616,,,,,,,,,,10,41,245,462
99115,99115,txn,,unranked clade,Picoclamatores,,99115,unranked clade,Picoclamatores,99075,24173,extant,222,Chordata,33815,Aves,36616,,,,,,,,,,2,19,61,118
99116,99116,txn,,superorder,Passerimorphae,,99116,superorder,Passerimorphae,99115,24173,extant,222,Chordata,33815,Aves,36616,,,,,,,,,,2,19,61,118
39434,39434,txn,,order,Piciformes,,39434,order,Piciformes,99116,4783,extant,132,Chordata,33815,Aves,36616,Piciformes,39434,,,,,,,,,9,29,65
373609,373609,txn,,family,Ramphastidae,,373609,family,Ramphastidae,39434,65172,extant,1,Chordata,33815,Aves,36616,Piciformes,39434,Ramphastidae,373609,,,,,,,,5,19
400381,400381,txn,,family,Megalaimidae,,400381,family,Megalaimidae,39434,71102,extant,0,Chordata,33815,Aves,36616,Piciformes,39434,Megalaimidae,400381,,,,,,,,1,1
400809,400809,txn,,subfamily,Megalaiminae,,400809,subfamily,Megalaiminae,400381,71102,extant,0,Chordata,33815,Aves,36616,Piciformes,39434,Megalaimidae,400381,,,,,,,,1,1
400807,400807,txn,,subfamily,Caloramphinae,,400807,subfamily,Caloramphinae,400381,71102,extant,0,Chordata,33815,Aves,36616,Piciformes,39434,Megalaimidae,400381,,,,,,,,0,0
99131,103970,txn,,suborder,Pici,,99131,suborder,Pici,39434,12782,extant,4,Chordata,33815,Aves,36616,Piciformes,39434,,,,,,,,,3,2,11
39435,39435,txn,,family,Indicatoridae,,39435,family,Indicatoridae,99131,4783,extant,0,Chordata,33815,Aves,36616,Piciformes,39434,Indicatoridae,39435,,,,,,,,1,10
99134,99134,txn,,superfamily,Picoidea,,99134,superfamily,Picoidea,99131,24173,extant,0,Chordata,33815,Aves,36616,Piciformes,39434,,,,,,,,,0,0,0
99132,99132,txn,,superfamily,Capitonoidea,,99132,superfamily,Capitonoidea,99131,24173,extant,1,Chordata,33815,Aves,36616,Piciformes,39434,,,,,,,,,2,0,0
39436,39436,txn,,family,Capitonidae,,39436,family,Capitonidae,99132,4783,extant,1,Chordata,33815,Aves,36616,Piciformes,39434,Capitonidae,39436,,,,,,,,0,0
99133,99133,txn,,family,Rhamphastidae,,99133,family,Rhamphastidae,99132,24173,extant,0,Chordata,33815,Aves,36616,Piciformes,39434,Rhamphastidae,99133,,,,,,,,0,0
400380,400380,txn,,family,Semnornithidae,,400380,family,Semnornithidae,39434,71102,extant,0,Chordata,33815,Aves,36616,Piciformes,39434,Semnornithidae,400380,,,,,,,,1,2
39438,39438,txn,,family,Picidae,,39438,family,Picidae,39434,4783,extant,124,Chordata,33815,Aves,36616,Piciformes,39434,Picidae,39438,,,,,,,,18,31
400812,400812,txn,,subfamily,Picumninae,,400812,subfamily,Picumninae,39438,71102,extant,0,Chordata,33815,Aves,36616,Piciformes,39434,Picidae,39438,,,,,,,,0,0
99135,99135,txn,,subfamily,Jynginae,,99135,subfamily,Jynginae,39438,24173,extant,0,Chordata,33815,Aves,36616,Piciformes,39434,Picidae,39438,,,,,,,,0,0
58501,58501,txn,,subfamily,Picinae,,58501,subfamily,Picinae,39438,10786,extant,1,Chordata,33815,Aves,36616,Piciformes,39434,Picidae,39438,,,,,,,,1,0
400382,400382,txn,,family,Lybiidae,,400382,family,Lybiidae,39434,71102,extant,0,Chordata,33815,Aves,36616,Piciformes,39434,Lybiidae,400382,,,,,,,,0,0
400810,400810,txn,,subfamily,Trachyphoninae,,400810,subfamily,Trachyphoninae,400382,71102,extant,0,Chordata,33815,Aves,36616,Piciformes,39434,Lybiidae,400382,,,,,,,,0,0
400811,400811,txn,,subfamily,Lybiinae,,400811,subfamily,Lybiinae,400382,71102,extant,0,Chordata,33815,Aves,36616,Piciformes,39434,Lybiidae,400382,,,,,,,,0,0
58744,58744,txn,,family,Sylphornithidae,,58744,family,Sylphornithidae,39434,11648,extinct,1,Chordata,33815,Aves,36616,Piciformes,39434,Sylphornithidae,58744,,,,,,,,2,1
39362,39362,txn,,family,Zygodactylidae,,39362,family,Zygodactylidae,99116,4783,extinct,13,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,Zygodactylidae,39362,,,,,,,,7,12
134398,134398,txn,,family,Primoscenidae,subjective synonym of,39362,family,Zygodactylidae,99116,74648,extinct,13,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,Zygodactylidae,39362,,,,,,,,7,12
39368,39368,txn,,order,Coraciiformes,,39368,order,Coraciiformes,99116,4783,extant,77,Chordata,33815,Aves,36616,Coraciiformes,39368,,,,,,,,,9,25,41
39385,39385,txn,,suborder,Halcyones,,39385,suborder,Halcyones,39368,4783,extant,0,Chordata,33815,Aves,36616,Coraciiformes,39368,,,,,,,,,0,0,0
99122,99122,txn,,superfamily,Alcedinoidea,,99122,superfamily,Alcedinoidea,39385,24173,extant,0,Chordata,33815,Aves,36616,Coraciiformes,39368,,,,,,,,,0,0,0
99120,99120,txn,,superfamily,Momotoidea,,99120,superfamily,Momotoidea,39385,24173,extant,0,Chordata,33815,Aves,36616,Coraciiformes,39368,,,,,,,,,0,0,0
39390,39390,txn,,family,Momotidae,,39390,family,Momotidae,39368,4783,extant,3,Chordata,33815,Aves,36616,Coraciiformes,39368,Momotidae,39390,,,,,,,,1,2
452855,452855,txn,,unranked clade,Alcedinides,,452855,unranked clade,Alcedinides,39368,80123,extant,1,Chordata,33815,Aves,36616,Coraciiformes,39368,,,,,,,,0,0,1,1
335566,335566,txn,,unranked clade,Striges,,335566,unranked clade,Striges,39368,57864,extant,0,Chordata,33815,Aves,36616,Coraciiformes,39368,,,,,,,,0,0,0,0
39386,39386,txn,,family,Alcedinidae,,39386,family,Alcedinidae,39368,4783,extant,39,Chordata,33815,Aves,36616,Coraciiformes,39368,Alcedinidae,39386,,,,,,,,7,14
400777,400777,txn,,subfamily,Cerylinae,,400777,subfamily,Cerylinae,39386,71102,extant,0,Chordata,33815,Aves,36616,Coraciiformes,39368,Alcedinidae,39386,,,,,,,,0,0
99123,99123,txn,,subfamily,Alcedininae,,99123,subfamily,Alcedininae,39386,24173,extant,0,Chordata,33815,Aves,36616,Coraciiformes,39368,Alcedinidae,39386,,,,,,,,0,0
99124,99124,txn,,subfamily,Halcyoninae,,99124,subfamily,Halcyoninae,39386,24173,extant,13,Chordata,33815,Aves,36616,Coraciiformes,39368,Alcedinidae,39386,,,,Halcyon,370571,,,2,1
99127,99127,txn,,superfamily,Coracioidea,,99127,superfamily,Coracioidea,39368,24173,extant,0,Chordata,33815,Aves,36616,Coraciiformes,39368,,,,,,Coracias,124211,,0,0,0
39388,39388,txn,,family,Todidae,,39388,family,Todidae,39368,4783,extant,5,Chordata,33815,Aves,36616,Coraciiformes,39368,Todidae,39388,,,,Todus,372025,,,3,5
39387,39387,txn,,family,Meropidae,,39387,family,Meropidae,39368,4783,extant,1,Chordata,33815,Aves,36616,Coraciiformes,39368,Meropidae,39387,,,,,,,,1,3
99130,99130,txn,,family,Brachypteraciidae,,99130,family,Brachypteraciidae,39368,24173,extant,1,Chordata,33815,Aves,36616,Coraciiformes,39368,Brachypteraciidae,99130,,,,,,,,4,3
