orig_no,taxon_no,record_type,flags,taxon_rank,taxon_name,difference,accepted_no,accepted_rank,accepted_name,parent_no,reference_no,is_extant,n_occs,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,type_taxon,type_taxon_no,n_orders,n_families,n_genera,n_species
54552,54552,txn,,subfamily,Dromaeosaurinae,,54552,subfamily,Dromaeosaurinae,143994,13165,extinct,82,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Dromaeosauridae,38561,,,,,,,,6,7
143992,143992,txn,,subfamily,Saurornitholestinae,,143992,subfamily,Saurornitholestinae,143994,29426,extinct,191,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Dromaeosauridae,38561,,,,,,,,2,4
72105,143267,txn,,subfamily,Microraptorinae,,72105,subfamily,Microraptorinae,38561,29464,extinct,22,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Dromaeosauridae,38561,,,,,,,,8,10
364102,364102,txn,,subfamily,Halszkaraptorinae,,364102,subfamily,Halszkaraptorinae,38561,64073,extinct,4,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Dromaeosauridae,38561,,,,,,,,4,4
68206,68206,txn,,subfamily,Unenlagiinae,,68206,subfamily,Unenlagiinae,38561,14890,extinct,16,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Dromaeosauridae,38561,,,,Unenlagia,65421,,,6,7
54468,54468,txn,,family,Troodontidae,,54468,family,Troodontidae,57260,14571,extinct,236,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Troodontidae,54468,,,,Troodon,38572,,,32,32
38569,38569,txn,,family,Saurornithoididae,subjective synonym of,54468,family,Troodontidae,57260,13915,extinct,236,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Troodontidae,54468,,,,,,,,32,32
433872,433872,txn,,subfamily,Jinfengopteryginae,,433872,subfamily,Jinfengopteryginae,54468,75788,extinct,4,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Troodontidae,54468,,,,Jinfengopteryx,156161,,,4,4
372128,372128,txn,,subfamily,Sinovenatorinae,,372128,subfamily,Sinovenatorinae,54468,66071,extinct,7,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Troodontidae,54468,,,,Sinovenator,64888,,,4,4
379275,379275,txn,,subfamily,Troodontinae,,379275,subfamily,Troodontinae,54468,67471,extinct,140,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Troodontidae,54468,,,,Troodon,38572,,,11,11
64114,64114,txn,,unranked clade,Eumaniraptora,,64114,unranked clade,Eumaniraptora,64113,14774,extant,0,Chordata,33815,Saurischia,38505,,,,,,,,,,0,0,0,0
93919,93919,txn,,unranked clade,Dromaeosauria,,93919,unranked clade,Dromaeosauria,64114,19832,extinct,0,Chordata,33815,Saurischia,38505,,,,,,,,,,0,0,0,0
36616,36616,txn,,class,Aves,,36616,class,Aves,64113,12782,extant,15678,Chordata,33815,Aves,36616,,,,,,,,,,101,356,1844,3860
98811,98811,txn,,unranked clade,Eoaves,,98811,unranked clade,Eoaves,36616,24173,extinct,0,Chordata,33815,Aves,36616,,,,,,,,,,1,0,0,0
98812,98812,txn,,order,Lithornithiformes,,98812,order,Lithornithiformes,98811,42880,extinct,0,Chordata,33815,Aves,36616,Lithornithiformes,98812,,,,,,,,,0,0,0
58909,58909,txn,,unranked clade,Metornithes,,58909,unranked clade,Metornithes,36616,14285,,0,Chordata,33815,Aves,36616,,,,,,,,,,0,0,0,0
335557,335557,txn,,unranked clade,Longipennes,,335557,unranked clade,Longipennes,36616,57864,extinct,0,Chordata,33815,Aves,36616,,,,,,,,,,0,0,0,0
192926,192926,txn,,order,Protoaviformes,,192926,order,Protoaviformes,36616,36775,extinct,0,Chordata,33815,Aves,36616,Protoaviformes,192926,,,,,,,,,1,0,0
192927,192927,txn,,family,Protoavidae,,192927,family,Protoavidae,192926,36775,extinct,0,Chordata,33815,Aves,36616,Protoaviformes,192926,Protoavidae,192927,,,,Protoavis,192928,,,0,0
452853,452853,txn,,unranked clade,Eucavitaves,,452853,unranked clade,Eucavitaves,36616,80123,extant,7,Chordata,33815,Aves,36616,,,,,,,,,,0,3,4,12
99117,452854,txn,,unranked clade,Bucerotes,,99117,unranked clade,Bucerotes,452853,80123,extant,7,Chordata,33815,Aves,36616,,,,,,,,,,0,3,4,12
99119,99119,txn,,infraorder,Bucerotides,,99119,infraorder,Bucerotides,99117,24173,extant,0,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,,,,,,,,,0,0,0
99118,99118,txn,,infraorder,Upupides,,99118,infraorder,Upupides,99117,24173,extant,7,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,,,,,,,,,3,4,12
106045,106045,txn,,order,Upupiformes,invalid subgroup of,99118,infraorder,Upupides,99118,25155,extant,7,Chordata,33815,Aves,36616,Upupiformes,106045,,,,,,,,,0,0,0
106046,106046,txn,,family,Messelirrisoridae,,106046,family,Messelirrisoridae,99118,25155,extinct,2,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,Messelirrisoridae,106046,,,,,,,,1,3
429468,429468,txn,,family,Laurillardiidae,,429468,family,Laurillardiidae,99118,58139,extinct,5,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,Laurillardiidae,429468,,,,,,,,1,4
39433,39433,txn,,family,Phoeniculidae,,39433,family,Phoeniculidae,99118,4783,extant,0,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,Phoeniculidae,39433,,,,,,,,2,5
39316,438477,txn,,unranked clade,Falconiformes,,39316,unranked clade,Falconiformes,36616,77072,extant,243,Chordata,33815,Aves,36616,Falconiformes,39316,,,,,,,,0,5,20,66
370287,370287,txn,,suborder,Falcones,,370287,suborder,Falcones,39316,65508,extinct,0,Chordata,33815,Aves,36616,Falconiformes,39316,,,,,,,,,0,0,0
99058,99058,txn,,suborder,Teratornithi,,99058,suborder,Teratornithi,39316,24173,extinct,0,Chordata,33815,Aves,36616,Falconiformes,39316,,,,,,,,,0,0,0
462265,462265,txn,,family,Masillaraptoridae,,462265,family,Masillaraptoridae,39316,82803,extinct,2,Chordata,33815,Aves,36616,Falconiformes,39316,Masillaraptoridae,462265,,,,,,,,1,1
39317,39317,txn,,family,Falconidae,,39317,family,Falconidae,39316,4783,extant,235,Chordata,33815,Aves,36616,Falconiformes,39316,Falconidae,39317,,,,,,,,17,62
99067,99067,txn,,subfamily,Polyborinae,,99067,subfamily,Polyborinae,39317,24173,extant,0,Chordata,33815,Aves,36616,Falconiformes,39316,Falconidae,39317,,,,,,,,0,0
400814,400814,txn,,subfamily,Herpetotherinae,,400814,subfamily,Herpetotherinae,39317,71102,extant,0,Chordata,33815,Aves,36616,Falconiformes,39316,Falconidae,39317,,,,,,,,0,0
99066,99066,txn,,subfamily,Falconinae,,99066,subfamily,Falconinae,39317,24173,extant,4,Chordata,33815,Aves,36616,Falconiformes,39316,Falconidae,39317,,,,,,,,2,1
401353,401353,txn,,tribe,Polyborini,,401353,tribe,Polyborini,99066,71102,extant,0,Chordata,33815,Aves,36616,Falconiformes,39316,Falconidae,39317,,,,,,,,0,0
402477,402477,txn,,tribe,Falconini,,402477,tribe,Falconini,99066,71102,extant,0,Chordata,33815,Aves,36616,Falconiformes,39316,Falconidae,39317,,,,,,,,0,0
99059,99059,txn,,suborder,Cathartae,,99059,suborder,Cathartae,39316,24173,extant,0,Chordata,33815,Aves,36616,Falconiformes,39316,,,,,,,,,1,0,0
349762,349762,txn,,superfamily,Neocathartoidea,,349762,superfamily,Neocathartoidea,99059,61470,extinct,0,Chordata,33815,Aves,36616,Falconiformes,39316,,,,,,,,,1,0,0
349761,349761,txn,,family,Neocathartidae,,349761,family,Neocathartidae,349762,61470,extinct,0,Chordata,33815,Aves,36616,Falconiformes,39316,Neocathartidae,349761,,,,,,,,0,0
137177,137177,txn,,suborder,Sarcorhamphi,subjective synonym of,99059,suborder,Cathartae,39316,28663,extant,0,Chordata,33815,Aves,36616,Falconiformes,39316,,,,,,,,,1,0,0
438491,438491,txn,,family,Horusornithidae,,438491,family,Horusornithidae,39316,77072,extinct,0,Chordata,33815,Aves,36616,Falconiformes,39316,Horusornithidae,438491,,,,,,,,0,0
349763,349763,txn,,superfamily,Cathartoidea,,349763,superfamily,Cathartoidea,39316,61470,extant,0,Chordata,33815,Aves,36616,Falconiformes,39316,,,,,,,,,0,0,0
99061,99061,txn,,suborder,Accipitres,,99061,suborder,Accipitres,39316,12782,extant,0,Chordata,33815,Aves,36616,Falconiformes,39316,,,,,,,,,1,2,3
99063,99063,txn,,infraorder,Falconides,,99063,infraorder,Falconides,99061,24173,extant,0,Chordata,33815,Aves,36616,Falconiformes,39316,,,,,,,,,0,0,0
99065,99065,txn,,superfamily,Falconoidea,,99065,superfamily,Falconoidea,99063,24173,extant,0,Chordata,33815,Aves,36616,Falconiformes,39316,,,,,,,,,0,0,0
99069,99069,txn,,superfamily,Accipitroidea,,99069,superfamily,Accipitroidea,99063,24173,extant,0,Chordata,33815,Aves,36616,Falconiformes,39316,,,,,,,,,0,0,0
99062,99062,txn,,infraorder,Serpentariides,,99062,infraorder,Serpentariides,99061,24173,extant,0,Chordata,33815,Aves,36616,Falconiformes,39316,,,,,,,,,1,2,3
39321,39321,txn,,family,Sagittariidae,,39321,family,Sagittariidae,99062,4783,extant,0,Chordata,33815,Aves,36616,Falconiformes,39316,Sagittariidae,39321,,,,,,,,2,3
415035,415035,txn,,order,Pancharadriiformes,,415035,order,Pancharadriiformes,36616,72085,extant,1,Chordata,33815,Aves,36616,Pancharadriiformes,415035,,,,,,,,,0,0,0
207941,207941,txn,,unranked clade,Pangalliformes,,207941,unranked clade,Pangalliformes,36616,38775,extinct,0,Chordata,33815,Aves,36616,,,,,,,,,,0,0,1,1
384373,384373,txn,,family,Psittacopedidae,,384373,family,Psittacopedidae,36616,68490,extinct,5,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,Psittacopedidae,384373,,,,,,,,4,5
370059,370059,txn,,unranked clade,Mirandornithes,,370059,unranked clade,Mirandornithes,36616,61185,extant,0,Chordata,33815,Aves,36616,,,,,,,,,,0,0,0,0
393754,393754,txn,,subclass,Eurhipidura,,393754,subclass,Eurhipidura,36616,15348,extant,0,Chordata,33815,Aves,36616,,,,,,,,,,0,0,0,0
200867,200867,txn,,unranked clade,Gansuiformes,,200867,unranked clade,Gansuiformes,36616,41009,extinct,0,Chordata,33815,Aves,36616,,,,,,,,,,0,1,0,0
200868,200868,txn,,family,Gansuidae,,200868,family,Gansuidae,200867,41009,extinct,0,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,Gansuidae,200868,,,,,,,,0,0
39654,140427,txn,,order,Phaethontiformes,,39654,order,Phaethontiformes,36616,4783,extant,92,Chordata,33815,Aves,36616,Phaethontiformes,39654,,,,,,,,,2,6,9
39655,39655,txn,,family,Prophaethontidae,,39655,family,Prophaethontidae,39654,4783,extinct,8,Chordata,33815,Aves,36616,Phaethontiformes,39654,Prophaethontidae,39655,,,,,,,,2,2
39656,39656,txn,,family,Phaethontidae,,39656,family,Phaethontidae,39654,4783,extant,83,Chordata,33815,Aves,36616,Phaethontiformes,39654,Phaethontidae,39656,,,,,,,,3,6
400373,400373,txn,,order,Musophagiformes,,400373,order,Musophagiformes,36616,71102,extant,0,Chordata,33815,Aves,36616,Musophagiformes,400373,,,,,,,,,0,0,0
401779,401779,txn,,subclass,Archornithes,,401779,subclass,Archornithes,36616,58890,extinct,0,Chordata,33815,Aves,36616,,,,,,,,,,0,0,0,0
415034,415034,txn,,unranked clade,Telluraves,,415034,unranked clade,Telluraves,36616,72039,extinct,1,Chordata,33815,Aves,36616,,,,,,,,,,0,0,1,1
367697,367697,txn,,family,Dromiceiidae,,367697,family,Dromiceiidae,36616,14310,extant,0,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,Dromiceiidae,367697,,,,,,,,2,4
52828,52828,txn,,subclass,Odontornithes,,52828,subclass,Odontornithes,36616,28746,extinct,0,Chordata,33815,Aves,36616,,,,,,,,,,0,0,0,0
370595,370595,txn,,order,Telmatoformes,,370595,order,Telmatoformes,36616,65508,extant,0,Chordata,33815,Aves,36616,Telmatoformes,370595,,,,,,,,,2,0,0
370820,370820,txn,,suborder,Larolimicolae,,370820,suborder,Larolimicolae,370595,65508,extinct,0,Chordata,33815,Aves,36616,Telmatoformes,370595,,,,,,,,,0,0,0
146056,370596,txn,,suborder,Stereornithes,,146056,suborder,Stereornithes,370595,29788,extinct,0,Chordata,33815,Aves,36616,Telmatoformes,370595,,,,,,,,,2,0,0
146062,146062,txn,,family,Dryornithidae,,146062,family,Dryornithidae,146056,29788,extinct,0,Chordata,33815,Aves,36616,Telmatoformes,370595,Dryornithidae,146062,,,,,,,,0,0
146057,146057,txn,,family,Stereornithidae,,146057,family,Stereornithidae,146056,29788,extinct,0,Chordata,33815,Aves,36616,Telmatoformes,370595,Stereornithidae,146057,,,,,,,,0,0
137275,67264,txn,,superorder,Sauriurae,invalid subgroup of,36616,class,Aves,36616,35418,extinct,1,Chordata,33815,Aves,36616,,,,,,,,,,0,0,0,0
90630,90630,txn,,order,Sinosauropterygiformes,,90630,order,Sinosauropterygiformes,36616,19389,extinct,0,Chordata,33815,Aves,36616,Sinosauropterygiformes,90630,,,,,,,,,1,0,0
90629,90629,txn,,family,Sinosauropterygidae,,90629,family,Sinosauropterygidae,90630,19389,extinct,0,Chordata,33815,Aves,36616,Sinosauropterygiformes,90630,Sinosauropterygidae,90629,,,,,,,,0,0
170992,170992,txn,,order,Yandangithiformes,,170992,order,Yandangithiformes,36616,33894,extinct,1,Chordata,33815,Aves,36616,Yandangithiformes,170992,,,,,,,,,1,1,1
170993,170993,txn,,family,Yandangithidae,,170993,family,Yandangithidae,170992,33894,extinct,1,Chordata,33815,Aves,36616,Yandangithiformes,170992,Yandangithidae,170993,,,,Yandangornis,170994,,,1,1
393737,393737,txn,,order,Ornithopappi,,393737,order,Ornithopappi,36616,15348,extinct,0,Chordata,33815,Aves,36616,Ornithopappi,393737,,,,,,,,,0,0,0
198439,198439,txn,,order,Sinornithiformes,,198439,order,Sinornithiformes,36616,37441,extinct,0,Chordata,33815,Aves,36616,Sinornithiformes,198439,,,,,,,,,1,0,0
198438,198438,txn,,family,Sinornithidae,,198438,family,Sinornithidae,198439,37441,extinct,0,Chordata,33815,Aves,36616,Sinornithiformes,198439,Sinornithidae,198438,,,,Sinornis,137388,,,0,0
80653,80653,txn,,unranked clade,Pansphenisciformes,,80653,unranked clade,Pansphenisciformes,36616,17244,extant,0,Chordata,33815,Aves,36616,,,,,,,,,,0,0,0,0
197836,197836,txn,,family,Chaoyangornithidae,,197836,family,Chaoyangornithidae,36616,37362,extinct,0,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,Chaoyangornithidae,197836,,,,,,,,0,0
36640,36640,txn,,order,Charadriiformes,,36640,order,Charadriiformes,36616,6930,extant,1910,Chordata,33815,Aves,36616,Charadriiformes,36640,,,,,,,,,29,147,374
145782,145782,txn,,suborder,Alcae,,145782,suborder,Alcae,36640,29740,extant,0,Chordata,33815,Aves,36616,Charadriiformes,36640,,,,,,,,,0,0,0
39585,39585,txn,,family,Haematopodidae,,39585,family,Haematopodidae,36640,4783,extant,17,Chordata,33815,Aves,36616,Charadriiformes,36640,Haematopodidae,39585,,,,,,,,2,5
98953,98953,txn,,subfamily,Haematopodinae,,98953,subfamily,Haematopodinae,39585,24173,extant,0,Chordata,33815,Aves,36616,Charadriiformes,36640,Haematopodidae,39585,,,,,,,,0,0
98954,98954,txn,,subfamily,Ibidorhynchinae,,98954,subfamily,Ibidorhynchinae,39585,24173,extant,0,Chordata,33815,Aves,36616,Charadriiformes,36640,Haematopodidae,39585,,,,,,,,1,0
39347,39347,txn,,family,Turnicidae,,39347,family,Turnicidae,36640,4783,extant,36,Chordata,33815,Aves,36616,Charadriiformes,36640,Turnicidae,39347,,,,,,,,4,10
