orig_no,taxon_no,record_type,flags,taxon_rank,taxon_name,difference,accepted_no,accepted_rank,accepted_name,parent_no,reference_no,is_extant,n_occs,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,type_taxon,type_taxon_no,n_orders,n_families,n_genera,n_species
67002,67002,txn,,species,Cetiosaurus glymptonensis,nomen dubium,57362,unranked clade,Diplodocoidea,57362,23773,extinct,2,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,NO_GENUS_SPECIFIED,NG,,,,,,,
64408,64408,txn,,genus,Ischyrosaurus,nomen dubium,57439,unranked clade,Neosauropoda,57439,7423,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Ischyrosaurus,64408,,,,,,,0
68475,68475,txn,,genus,Archaeodontosaurus,,68475,genus,Archaeodontosaurus,57439,15067,extinct,2,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Archaeodontosaurus,68475,,,,,,,1
68476,68476,txn,,species,Archaeodontosaurus descouensi,,68476,species,Archaeodontosaurus descouensi,68475,15067,extinct,2,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Archaeodontosaurus,68475,,,,,,,
67011,67011,txn,,species,Ischyrosaurus manseli,nomen dubium,57439,unranked clade,Neosauropoda,57439,14142,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,NO_GENUS_SPECIFIED,NG,,,,,,,
57438,57438,txn,,unranked clade,Macronaria,,57438,unranked clade,Macronaria,57439,16704,extinct,179,Chordata,33815,Saurischia,38505,,,,,,,,,,0,1,9,12
71833,71833,txn,,unranked clade,Titanomorpha,,71833,unranked clade,Titanomorpha,57438,16704,extinct,0,Chordata,33815,Saurischia,38505,,,,,,,,,,0,0,0,0
52799,52799,txn,,genus,Dinodocus,nomen dubium,57438,unranked clade,Macronaria,57438,4210,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Dinodocus,52799,,,,,,,0
71921,71921,txn,,unranked clade,Camarasauromorpha,,71921,unranked clade,Camarasauromorpha,57438,17250,extinct,146,Chordata,33815,Saurischia,38505,,,,,,,,,,0,1,4,8
66568,66568,txn,,genus,Tehuelchesaurus,,66568,genus,Tehuelchesaurus,71921,13864,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Tehuelchesaurus,66568,,Tehuelchesaurus benitezii,66569,,,,1
66569,66569,txn,,species,Tehuelchesaurus benitezii,,66569,species,Tehuelchesaurus benitezii,66568,13864,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Tehuelchesaurus,66568,,,,,,,
68160,68160,txn,,unranked clade,Brachiosauria,subjective synonym of,71921,unranked clade,Camarasauromorpha,57438,14857,extinct,146,Chordata,33815,Saurischia,38505,,,,,,,,,,0,1,4,8
81696,81696,txn,,genus,Europasaurus,,81696,genus,Europasaurus,71921,17682,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Europasaurus,81696,,,,,,,1
81697,81697,txn,,species,Europasaurus holgeri,,81697,species,Europasaurus holgeri,81696,17682,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Europasaurus,81696,,,,,,,
38696,38696,txn,,family,Camarasauridae,,38696,family,Camarasauridae,71921,33920,extinct,143,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,,,,Camarasaurus,38697,,,2,6
71349,71349,txn,,genus,Lourinhasaurus,,71349,genus,Lourinhasaurus,38696,16622,extinct,5,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Lourinhasaurus,71349,,,,,,,1
65347,71350,txn,,species,Lourinhasaurus alenquerensis,,65347,species,Lourinhasaurus alenquerensis,71349,13143,extinct,5,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Lourinhasaurus,71349,,,,,,,
52839,52839,txn,,subfamily,Helopodinae,,52839,subfamily,Helopodinae,38696,7357,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,,,,,,,,0,0
38697,38697,txn,,genus,Camarasaurus,,38697,genus,Camarasaurus,38696,7239,extinct,122,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,5
52961,67181,txn,,species,Camarasaurus grandis,,52961,species,Camarasaurus grandis,38697,7811,extinct,13,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,
67182,67182,txn,,species,Pleurocoelus montanus,subjective synonym of,52961,species,Camarasaurus grandis,38697,14074,extinct,13,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,
52967,52967,txn,,species,Morosaurus impar,subjective synonym of,52961,species,Camarasaurus grandis,38697,7813,extinct,13,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,
64747,64747,txn,,species,Morosaurus robustus,subjective synonym of,52961,species,Camarasaurus grandis,38697,7803,extinct,13,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,
63764,71837,txn,,species,Camarasaurus lentus,,63764,species,Camarasaurus lentus,38697,10620,extinct,9,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,
71923,71923,txn,,species,Camarasaurus annae,subjective synonym of,63764,species,Camarasaurus lentus,38697,16756,extinct,9,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,
71922,71922,txn,,species,Uintasaurus douglassi,subjective synonym of,63764,species,Camarasaurus lentus,38697,53217,extinct,9,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,
55640,67988,txn,,species,Camarasaurus lewisi,,55640,species,Camarasaurus lewisi,38697,9518,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,
55639,55639,txn,,genus,Cathetosaurus,subjective synonym of,38697,genus,Camarasaurus,38696,9518,extinct,122,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,5
54168,54168,txn,,species,Camarasaurus supremus,,54168,species,Camarasaurus supremus,38697,7239,extinct,7,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,
65176,65176,txn,,species,Caulodon leptoganus,subjective synonym of,54168,species,Camarasaurus supremus,38697,7921,extinct,7,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,
65175,65175,txn,,species,Caulodon diversidens,subjective synonym of,54168,species,Camarasaurus supremus,38697,15658,extinct,7,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,
65180,65180,txn,,species,Amphicoelias latus,subjective synonym of,54168,species,Camarasaurus supremus,38697,33920,extinct,7,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,
54206,54206,txn,,species,Camarasaurus leptodirus,subjective synonym of,54168,species,Camarasaurus supremus,38697,9088,extinct,7,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,
52968,52968,txn,,genus,Morosaurus,subjective synonym of,38697,genus,Camarasaurus,38696,7813,extinct,122,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,5
389229,389229,txn,,species,Morosaurus marchei,,389229,species,Morosaurus marchei,38697,63601,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,
65174,65174,txn,,genus,Caulodon,subjective synonym of,38697,genus,Camarasaurus,38696,15658,extinct,122,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,Caulodon diversidens,65175,,,,5
66544,66544,txn,,genus,Uintasaurus,subjective synonym of,38697,genus,Camarasaurus,38696,53217,extinct,122,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Camarasauridae,38696,Camarasaurus,38697,,,,,,,5
83016,83016,txn,,species,Apatosaurus minimus,nomen dubium,57438,unranked clade,Macronaria,57438,18091,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,NO_GENUS_SPECIFIED,NG,,,,,,,
67715,67715,txn,,genus,Galveosaurus,,67715,genus,Galveosaurus,57438,14460,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Galveosaurus,67715,,Galveosaurus herreroi,67716,,,,0
66912,66912,txn,,species,Bothriospondylus robustus,nomen dubium,57438,unranked clade,Macronaria,57438,14124,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,NO_GENUS_SPECIFIED,NG,,,,,,,
463192,463192,txn,,genus,Yuzhoulong,,463192,genus,Yuzhoulong,57438,83062,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Yuzhoulong,463192,,Yuzhoulong qurenensis,463193,,,,1
463193,463193,txn,,species,Yuzhoulong qurenensis,,463193,species,Yuzhoulong qurenensis,463192,83062,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Yuzhoulong,463192,,,,,,,
171376,171376,txn,,genus,Dashanpusaurus,,171376,genus,Dashanpusaurus,57438,82845,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Dashanpusaurus,171376,,Dashanpusaurus dongi,171377,,,,1
171377,171377,txn,,species,Dashanpusaurus dongi,,171377,species,Dashanpusaurus dongi,171376,82845,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Dashanpusaurus,171376,,,,,,,
63719,63719,txn,,species,Dinodocus mackesoni,nomen dubium,57438,unranked clade,Macronaria,57438,12212,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,NO_GENUS_SPECIFIED,NG,,,,,,,
38674,38674,txn,,genus,Astrodon,nomen dubium,57438,unranked clade,Macronaria,57438,36754,extinct,5,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Astrodon,38674,,Astrodon johnstoni,64601,,,,0
82957,82957,txn,,genus,Astrodontonius,nomen dubium,57438,unranked clade,Macronaria,57438,15490,extinct,5,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Astrodon,38674,,,,,,,0
53041,53041,txn,,genus,Atlasaurus,,53041,genus,Atlasaurus,57438,12237,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Atlasaurus,53041,,,,,,,1
63744,63744,txn,,species,Atlasaurus imelakei,,63744,species,Atlasaurus imelakei,53041,12237,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Atlasaurus,53041,,,,,,,
70636,70636,txn,,genus,Aragosaurus,,70636,genus,Aragosaurus,57438,7241,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Aragosaurus,70636,,,,,,,1
70637,70637,txn,,species,Aragosaurus ischiaticus,,70637,species,Aragosaurus ischiaticus,70636,7241,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Aragosaurus,70636,,,,,,,
38676,38676,txn,,genus,Bothriospondylus,nomen dubium,57439,unranked clade,Neosauropoda,57439,14124,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Bothriospondylus,38676,,,,,,,0
134959,134959,txn,,genus,Marmarospondylus,nomen dubium,57439,unranked clade,Neosauropoda,57439,14124,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Bothriospondylus,38676,,,,,,,0
57468,57468,txn,,unranked clade,Titanosauriformes,,57468,unranked clade,Titanosauriformes,57439,17250,extinct,1268,Chordata,33815,Saurischia,38505,,,,,,,,,,0,9,167,183
202263,202263,txn,,genus,Fukuititan,,202263,genus,Fukuititan,57468,37922,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Fukuititan,202263,,,,,,,1
202264,202264,txn,,species,Fukuititan nipponensis,,202264,species,Fukuititan nipponensis,202263,37922,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Fukuititan,202263,,,,,,,
64328,64328,txn,,genus,Iuticosaurus,nomen dubium,57468,unranked clade,Titanosauriformes,57468,13022,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Iuticosaurus,64328,,,,,,,1
64330,64330,txn,,species,Iuticosaurus lydekkeri,,64330,species,Iuticosaurus lydekkeri,64328,59060,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Iuticosaurus,64328,,,,,,,
202797,202797,txn,,genus,Duriatitan,,202797,genus,Duriatitan,57468,38206,extinct,8,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Duriatitan,202797,,,,,,,1
67006,203321,txn,,species,Duriatitan humerocristatus,,67006,species,Duriatitan humerocristatus,202797,14142,extinct,7,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Duriatitan,202797,,,,,,,
119652,119652,txn,,genus,Brohisaurus,nomen dubium,57468,unranked clade,Titanosauriformes,57468,28188,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Brohisaurus,119652,,,,,,,0
133722,133722,txn,,family,Huanghetitanidae,,133722,family,Huanghetitanidae,57468,28190,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Huanghetitanidae,133722,,,,,,,,0,0
66514,66514,txn,,unranked clade,Somphospondyli,,66514,unranked clade,Somphospondyli,57468,16717,extinct,86,Chordata,33815,Saurischia,38505,,,,,,,,,,0,0,36,36
100783,100783,txn,,genus,Australodocus,,100783,genus,Australodocus,66514,24373,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Australodocus,100783,,Australodocus bohetii,100784,,,,1
100784,100784,txn,,species,Australodocus bohetii,,100784,species,Australodocus bohetii,100783,24373,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Australodocus,100783,,,,,,,
350050,350050,txn,,genus,Triunfosaurus,,350050,genus,Triunfosaurus,66514,61524,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Triunfosaurus,350050,,,,,,,1
350051,350051,txn,,species,Triunfosaurus leonardii,,350051,species,Triunfosaurus leonardii,350050,61524,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Triunfosaurus,350050,,,,,,,
356194,356194,txn,,genus,Europatitan,,356194,genus,Europatitan,66514,62571,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Europatitan,356194,,Europatitan eastwoodi,356195,,,,1
356195,356195,txn,,species,Europatitan eastwoodi,,356195,species,Europatitan eastwoodi,356194,62571,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Europatitan,356194,,,,,,,
253236,253236,txn,,genus,Astrophocaudia,,253236,genus,Astrophocaudia,66514,42808,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Astrophocaudia,253236,,Astrophocaudia slaughteri,253237,,,,1
253237,253237,txn,,species,Astrophocaudia slaughteri,,253237,species,Astrophocaudia slaughteri,253236,42808,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Astrophocaudia,253236,,,,,,,
268506,268506,txn,,genus,Yunmenglong,,268506,genus,Yunmenglong,66514,46915,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Yunmenglong,268506,,Yunmenglong ruyangensis,268507,,,,1
268507,268507,txn,,species,Yunmenglong ruyangensis,,268507,species,Yunmenglong ruyangensis,268506,46915,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Yunmenglong,268506,,,,,,,
66616,66616,txn,,genus,Sauroposeidon,,66616,genus,Sauroposeidon,66514,6837,extinct,6,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Sauroposeidon,66616,,,,,,,1
66617,66617,txn,,species,Sauroposeidon proteles,,66617,species,Sauroposeidon proteles,66616,6837,extinct,5,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Sauroposeidon,66616,,,,,,,
105990,105990,txn,,species,Paluxysaurus jonesi,subjective synonym of,66617,species,Sauroposeidon proteles,66616,25140,extinct,5,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Sauroposeidon,66616,,,,,,,
105989,105989,txn,,genus,Paluxysaurus,subjective synonym of,66616,genus,Sauroposeidon,66514,25140,extinct,6,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Sauroposeidon,66616,,,,,,,1
38688,38688,txn,,genus,Chubutisaurus,,38688,genus,Chubutisaurus,66514,10338,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Chubutisaurus,38688,,,,,,,1
53963,53963,txn,,species,Chubutisaurus insignis,,53963,species,Chubutisaurus insignis,38688,10338,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Chubutisaurus,38688,,,,,,,
407882,407882,txn,,genus,Abdarainurus,,407882,genus,Abdarainurus,66514,71707,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Abdarainurus,407882,,Abdarainurus barsboldi,407883,,,,1
407883,407883,txn,,species,Abdarainurus barsboldi,,407883,species,Abdarainurus barsboldi,407882,71707,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Abdarainurus,407882,,,,,,,
133727,133727,txn,,species,Huanghetitan ruyangensis,nomen dubium,66514,unranked clade,Somphospondyli,66514,28190,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,NO_GENUS_SPECIFIED,NG,,,,,,,
163871,163871,txn,,genus,Arkharavia,nomen dubium,66514,unranked clade,Somphospondyli,66514,32161,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Arkharavia,163871,,,,,,,0
133726,133726,txn,,genus,Huanghetitan,,133726,genus,Huanghetitan,66514,28417,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Huanghetitan,133726,,,,,,,1
133728,133728,txn,,species,Huanghetitan liujiaxiaensis,,133728,species,Huanghetitan liujiaxiaensis,133726,28417,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Huanghetitan,133726,,,,,,,
66074,66074,txn,,genus,Jiangshanosaurus,,66074,genus,Jiangshanosaurus,66514,13643,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Jiangshanosaurus,66074,,,,,,,1
66075,66075,txn,,species,Jiangshanosaurus lixianensis,,66075,species,Jiangshanosaurus lixianensis,66074,13643,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Jiangshanosaurus,66074,,,,,,,
38675,38675,txn,,genus,Austrosaurus,,38675,genus,Austrosaurus,66514,9481,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Austrosaurus,38675,,Austrosaurus mckillopi,55571,,,,1
55571,55571,txn,,species,Austrosaurus mckillopi,,55571,species,Austrosaurus mckillopi,38675,9481,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Austrosaurus,38675,,,,,,,
178321,178321,txn,,genus,Brontomerus,,178321,genus,Brontomerus,66514,35299,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Brontomerus,178321,,,,,,,1
178323,178323,txn,,species,Brontomerus mcintoshi,,178323,species,Brontomerus mcintoshi,178321,35299,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Brontomerus,178321,,,,,,,
38699,251816,txn,,unranked clade,Euhelopodidae,,38699,unranked clade,Euhelopodidae,66514,13854,extinct,33,Chordata,33815,Saurischia,38505,,,Euhelopodidae,38699,,,,,,0,0,13,13
154995,154995,txn,,genus,Daxiatitan,,154995,genus,Daxiatitan,38699,30807,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Daxiatitan,154995,,,,,,,1
154996,154996,txn,,species,Daxiatitan binglingi,,154996,species,Daxiatitan binglingi,154995,30807,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Daxiatitan,154995,,,,,,,
302341,302341,txn,,genus,Tambatitanis,,302341,genus,Tambatitanis,38699,52192,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Tambatitanis,302341,,,,,,,1
302342,302342,txn,,species,Tambatitanis amicitiae,,302342,species,Tambatitanis amicitiae,302341,52192,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Tambatitanis,302341,,,,,,,
38701,38701,txn,,genus,Euhelopus,,38701,genus,Euhelopus,38699,13854,extinct,5,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Euhelopus,38701,,,,,,,1
52900,52900,txn,,genus,Helopus,replaced by,38701,genus,Euhelopus,38699,18021,extinct,5,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Euhelopus,38701,,,,,,,1
64281,54868,txn,,species,Euhelopus zdanskyi,,64281,species,Euhelopus zdanskyi,38701,18021,extinct,2,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Euhelopus,38701,,,,,,,
440880,440880,txn,,genus,Silutitan,,440880,genus,Silutitan,38699,77626,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Silutitan,440880,,Silutitan sinensis,440881,,,,1
440881,440881,txn,,species,Silutitan sinensis,,440881,species,Silutitan sinensis,440880,77626,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Silutitan,440880,,,,,,,
288219,288219,txn,,genus,Yongjinglong,,288219,genus,Yongjinglong,38699,49978,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Yongjinglong,288219,,,,,,,1
288220,288220,txn,,species,Yongjinglong datangi,,288220,species,Yongjinglong datangi,288219,49978,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Yongjinglong,288219,,,,,,,
84665,84665,txn,,genus,Gobititan,,84665,genus,Gobititan,38699,18462,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Gobititan,84665,,,,,,,1
84666,84666,txn,,species,Gobititan shenzhouensis,,84666,species,Gobititan shenzhouensis,84665,18462,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Gobititan,84665,,,,,,,
202272,202272,txn,,genus,Xianshanosaurus,,202272,genus,Xianshanosaurus,38699,37927,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Xianshanosaurus,202272,,,,,,,1
202273,202273,txn,,species,Xianshanosaurus shijiagouensis,,202273,species,Xianshanosaurus shijiagouensis,202272,37927,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Xianshanosaurus,202272,,,,,,,
71976,71976,txn,,genus,Huabeisaurus,,71976,genus,Huabeisaurus,38699,16768,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Huabeisaurus,71976,,,,,,,1
71977,71977,txn,,species,Huabeisaurus allocotus,,71977,species,Huabeisaurus allocotus,71976,16768,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Huabeisaurus,71976,,,,,,,
56409,56409,txn,,genus,Phuwiangosaurus,,56409,genus,Phuwiangosaurus,38699,9667,extinct,13,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Euhelopodidae,38699,Phuwiangosaurus,56409,,,,,,,1
